Id_New;IdentFMU;Nom courant;SdUAI;MoyUnite;MoyETPT;RecDroitsbib;RecTutelle;RecCollTerr;RecAutMin;RecRessProp;RecAut;DepSalTit;DepSalNonTit;DepSalAut;DepDepDoc;DepMaintenance;DepAut;DepInv;DepNCA;AcqSuppLiv;AcqSuppPer;AcqSuppAut;AchatNumLiv;AchatNumPer;AchaNumtAut;AbonNumLiv;AbonNumPer;AbonNumAut;DepDPartForm;DepDPartRec;DepDConserv;DepDNumeris;AONoticeStock;AOTexteStock;AONoticeFlux;AOTexteFlux;AOVisites;AOTelecharg;SuppTitLiv;SuppTitPer;SuppTitAut;UnitMatLiv;UnitMatAut;SuppMlLiv;SuppMlPer;SuppMlAut;MLAccesLiv;MLAccesPer;MLAccesAut;PatTitLiv;PatTitPer;PatTitAut;PatUnitMatLiv;PatUnitMatAut;PatMLLiv;PatMLPer;PatMLAut;Sudoc;SudocPart;ColNNumerise;ColNTheseNum;ColNPedago;ColNAccLibre;ColNNumeriseGo;ColNTheseNumGo;ColNPedagoGo;ColNAccLibreGo;ColNAcqRess;ColNAcqTitLiv;ColNAcqTitPer;ColNAcqRessGo;ColNAcqTitLivGo;ColNAcqTitPerGo;EntTitLivFr;EntTitlivEt;EntTitPer;EntTitAut;EntVolLivFr;EntVolLivEt;EntVolAut;DonTitLivFr;DonTitLivEt;DonTitPer;DonTitAut;DonVolLivFr;DonVolLivEt;DonVolAut;SorTitLivTot;SorTitPer;SorTitAut;SorVolLiv;SorVolAut;EntNumerise;EntTheseNum;EntPedago;EntNumeriseGo;EntTheseNumGo;EntPedagoGo;EntNumAcq;EntNumAcqGo;NbNumSouscrite;NumSignalePer;NumSignaleLiv;NbEntrees;NbExpos;NbAutManif;EmprL;EmprM;EmprD;EmprEC;EmpAut;EmprExt;InscritL;InscritM;InscrritD;InscritEC;InscritAut;InscritExt;OrgInscritD;OrgInscritC;OrgInscritIR;OrgInscritAut;OrgInscritExtC;OrgInscritExtAut;UsSessions;UsRec;UsVuesEbook;UsVuesArticles;UsVuesAut;UsVueNumerise;UsVuePedago;UsVuesTheseNum;UsVuesArticleEtb;UsVisites;UsRecCat;UsQuestions;FormOutcursH;FormOutcursL;FormOutcursM;FormOutcursD;FormOutcursAut;FormIncursH;FormIncursL;FormIncursM;FormIncursD;PebDExp;PebDSat;PebFRecues;PebFSat;PersPP_BibA;PersPP_BibB;PersPP_BibC;PersPP_BibBC;PersPP_ITRFA;PersPP_ITRFB;PersPP_ITRFC;PersPP_ITRFBC;PersPP_AutA;PersPP_AutB;PersPP_AutC;PersPP_AutBC;PersPP_CDDA;PersPP_CDDB;PersPP_CDDC;PersPP_CDDBC;PersPP_CDIA;PersPP_CDIB;PersPP_CDIC;PersPP_CDIBC;PersPP_Etud;PersETPT_Etud;PersFormH;Activite1;Activite2;Activite3;Activite4;Activite5;Activite6;Activite7;Activite8;Activite9;Activite10;Activite11;Activite12;Activite13;Activite14;Activite15;Activite16;ActiviteAut
1;1;Bibliothèque de l'Adcadémie nationale de médecine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;248;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;Service d'IST de l'Agence de l’environnement et de la maîtrise de l’énergie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;Service d'IST de l'Agence Nationale chargée de la Sécurité Sanitaire de l'alimentation, de l'environnement et du travail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;6;Service d'IST de l'Agence nationale pour la gestion des déchets radioactifs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;9;SCD de Aix-Marseille Université;0134031L;TTC;197,8;0;3058440;3500;44059;74292;0;9197654;660098;0;2716907,6;0;373323;33399,2;0;876109,56;258193,66;21044,86;192426,31;;;232155,99;712976,24;405445,59;42;58;10962,39;7593;68771;27384;12155;8154;56642;;808570;16803;144014;1033087;220412;28584;19542;3177;11598;541;184;;1412;5646;62000;6000;1835;;78;;96,9;433;5505;463;49,19;7466;49;3;99,59;16;10014;0;;;;22266;1301;1512;407;31739;1386;450;1146;393;0;0;1882;426;0;16538;49;101;32617;122;161;1470;94;2777;11;1;0;0;83;30911;46199;2438110;99;146;11599;11790;2589;1059;1555;1625;17310;17539;3798;1693;890;893;;;;;;;639308;2125157;1578851;1183456;1644884;10127;103947;952171;;871813;489160;2431;449,75;118;250;223;406;2329;18523;2850;803;1915;1666;4408;3659;40;48;75;;1;1;3;;2;2;10;;2;1;16;;2;0;3;;60;7,43;7269;40,2;33,95;12,35;47,55;5,9;2,1;0;5,45;3,95;1,5;0,75;0;1,2;20,15;19,45;2,95;0,35
6;14;SCD de l'Institut national universitaire Jean-François-Champollion;;TTC;15,6;116000;70000;;;8000;;533309;128316;;151676;;22528;9781,8;;63679;28817;8242;277;;;23782;22944;3241;88;12;694;;441;407;;;57027;104732;68387;306;1219;78616;3080;2385;330;23;1668;30;23;;;;;;;;;;100;;32;;0;;;;0;1;276;15376;;;;2791;68;44;43;2921;88;;69;2;0;0;71;4;0;816;2;21;860;32;;32;;;;;277;;11;37030;46834;157456;3;10;1582;227;21;77;61;91;1582;227;21;77;61;91;;;;;;;17765;;58063;36386;;;;104732;;;;201;40;318;;;51;197;1461;129;;276;259;155;152;3;4;1;;;1;2;;;;;;;2;1;;;1;;;6;0,25;568;3,4;0,6;1,5;2,5;0,2;0,2;;1,5;0,5;0,1;;;0,1;1;1;1;1,4
7;16;SCD de l'Université de Picardie-Jules-Verne;0801253C;TTC;77,85;0;1342196;300200;74000;4438,16;9191,1;3596628,28;501320,09;;1320088,34;69809,37;159215,65;117459,63;;306036,06;257304,53;6808,26;;;;73920,61;644808,14;;37;63;31210,74;;;;;;;;298498;2721;17034;425752;25247;8884;5036;502;5951;787;270;38937;50;1;38937;;757;2;23;;92;;684;;0;;;;0;17;10286;;;;;8904;272;31;120;12964;284;120;784;;16;233;893;;233;7410;34;;8774;;;233;;;2;;1669;;85;61841;466029;818167;71;20;6037;4011;557;427;558;289;;;;;;976;;;;;;;2097345;2378163;531678;639851;83842;;;;;;77880;59;205;292;273;67;28;1685;6289;440;124;3408;3131;1291;1213;11;26;26;;1;2;;;2;;5;;;1;9;;;1;1;;42;7,4;557;20,2;10;4,4;22,85;1;;;3,7;1,5;0,7;0,6;;;5;7,2;0,7;
8;18;SCD de l'Université d'Angers;0491677G;TTC;53;528614;726293;;300;99330;;2714000;115813;;956250;;71895;60000;;284260;9740;4383;;;;99677;299991;165739;40;60;4760;0;17524;2928;998;261;21219;71473;348518;1839;25336;421617;28053;8273;2639;1481;5059;368;70;0;0;0;0;0;0;0;0;;90;0;77;0;0;0;;0;0;1;0;2200;;;;7862;308;;80;10313;352;80;43;3;;0;51;3;0;;;;8791;408;0;85;0;0;;0;0;0;48;62037;29086;1366275;6;5;5820;4524;600;886;66;;;;;;;800;;;;;;;99082;378149;50189;406591;4765;0;0;;;594443;399917;806;177;103;156;243;8;631;5715;497;214;1907;1808;1293;1119;7;19;17;;;4;1;;;1;2;;;;;;1;;;;53;3,5;636;15;2;4;17;1;1;;0,5;0,5;;0,5;;;5,5;3;1;2
10;21;SCD de l'Université d'Artois;0623982S;TTC;50,4;220000;760000;;31424,7;;;2551756,09;176557,19;;802870,22;108827,47;70993,52;19366,38;4683,37;371800,3;165926,07;34053,43;;;;16042,95;195756,56;8360,73;73;27;10930,18;0;3194;1281;939;131;;;230270;2795;14019;279054;14662;4475;1391;455;3893;491;66;;;;;;;;;;98;576;495;;0;;;;0;;;;;;;10348;601;6;695;12014;621;696;3142;11;42;0;3661;11;0;3419;1;299;4886;299;0;21;0;0;;0;;;35;51318;1658;480373;38;62;1831;530;63;200;89;217;3170;779;84;352;218;241;;;;;;;164809;198768;21528;152386;79994;14399;;;;271492;781899;381;553;2009;171;17;577;735;2258;16;0;414;363;531;455;7;12;15;;4;4;2;;4;;2;;;1;2;;;;1;;36;2,55;215;13,1;7,7;5,75;9,4;0,9;0,25;;1,1;2,7;0,5;1,9;;0,25;3,45;2;1,4;
11;24;SCD de l'Université d'Avignon;0841028L;HTR;644,8;229160;600840;16064;;16807,61;;1590298;169083;;620827,8;;24770,94;3005;36401,86;164136,07;110979,07;19571,86;12382,97;;;33276,69;80227,29;185758,14;37;63;14495,71;;9228;3137;1289;951;265710;125179;174051;1459;5889;198127;5889;4494;1338;97;3069;588;91;5848;;2525;5848;2525;116;;10;;91,1;;352;;0;;;;0;2;520;;;;;5919;336;;351;6369;351;351;161;21;;;161;21;;899;;33;899;33;;52;;;;;;;39;237817;69854;335719;11;8;1081;407;58;167;104;455;;;;;;789;;;;;;;61169;205295;4528;66112;;;;;;157062;208682;381;17;0;0;0;180;818;3522;79;88;665;653;224;202;7;8;8;;;1;;;2;;3;;;2;1;;;;1;;30;9,2;1223;6,33;1,7;3,2;5,6;0,31;0,75;0,55;0,25;0,1;0,05;0,15;0,8;0,55;2,5;1,5;0,7;4,3
12;25;La contemporaine;0921867E;TTC;69,85;144108;876957;38000;;38476;143000;3117921;395110;52000;586546;;242096;55714;;106414;201966;39986;;;24980;;;57064;;100;96610;59526;;;;;;;657421;44419;2070622;664304;;13130;14048;3510;206;153;;657421;44419;2070622;664304;;13130;14048;3510;;88;249685;;;75;41000;9000;;0;62;;;;;;1462;2563;878;148;1535;2691;148;847;884;71;1875;889;928;2772;174;;;374;;8163;45;;3500;2000;;;;74;154;;38650;1;4;;;;;;;452;753;295;380;;626;;;;;;;;;;;;75312;;;;137880;71066;;36;;;;189;263;308;370;0;3;3;855;571;16;8;14;;4;2;;;1;;1;;5;14;5;;2;;1;;12;1,83;1095;10;1,93;1,2;29,98;3,9;0;0;0,8;1,55;1,3;0,45;0,5;1,1;4,34;4,6;0,62;7,58
13;26;SCD de l'Université de technologie de Belfort-Montbéliard;0900441R;TTC;10,3;;285400;;;;;544775;70733;;271433;;33488;10729,13;;39069,58;15120,89;4953,99;;;;14924,57;114239,19;79903,7;16;84;0;0;;;;;;;21086;272;1577;24482;1577;532;191;35;342;28;29;0;;0;;;;;;;99;0;222;0;0;;;;0;0;0;0;;;;1064;103;15;79;1074;150;79;0;0;0;0;0;0;0;1184;8;0;1531;0;0;;0;;;;0;;1;;;104962;2;1;2155;1679;155;62;;;0;0;0;;0;;155;91;15;212;0;0;122421;;2552;35851;83881;0;0;0;0;;;55;0;;;;;115;1073;152;10;10;6;18;14;1;3;3;;1;1;1;;;;;;;;1;;;;;;16;;328;2,47;1,52;1,31;0,36;0,15;0,37;0,02;0,01;0,22;0,02;0,14;0;0,24;0,63;0,69;0,13;2,02
14;27;SCD de l'Université de Franche-Comté;0250986L;TTC;91,28;530061,2;1185835;0;0;55830,68;17818,4;4353475,98;568721,62;0;1000220;483747,42;199354,62;25262,99;4426,76;314689;340648;8561;4485;;;54495;244260;33082;49;51;0;0;0;1079;0;226;13346;;608210;5855;305060;709642;310224;17078;7540;1698;6003;682;314;;;;;;;;;;71,13;0;1079;117;71;;;;0;1;433;2100;;;;10850;223;1065;252;13605;279;343;2390;31;135;361;2984;39;590;18872;71;316;22277;346;0;226;42;;;;0;;36;66492;19870;1357353;39;38;5337;2915;485;623;215;1588;;;;;;;;;;;;;28448;240651;25608;402396;;;;210044;;126528;672276;;163,05;2193;62;0;4875;1303,25;4680;2493;247;3702;3258;2770;2407;20;23;29;;3;0;1;;6;5;6;;1;2;4;;1;1;0;;32;6;1750;24,48;4;5;20;1,5;4;4;1,5;0,2;0,1;0,2;0;4;7;14;1,3;0
15;34;Bibliothèque interuniversitaire de Santé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;37;SCD de l'Université Bordeaux Montaigne;0333008R;TTC;72;0;652855;8800;12000;0;27500;2502059;727227;;623656;0;56378;0;0;215414;123282;17864;8973;0;0;54777;68683;93374;40;60;30500;10789;;;;;;;486845;5715;16248;630213;28790;;;;;;;33321;830;1036;52376;1036;;;;;99,99;13139;2759;0;100;;;;0;0;11725;10223;;;;5698;1375;860;230;6101;1433;419;518;387;4;36;533;391;36;;;;;;518;81;0;;;;0;0;56;67351;477370;817448;17;15;7574;2139;279;643;163;455;13568;3238;692;1258;606;510;;;;;;;;234555;177622;260430;;73565;0;;;413844;;;100;909;104;0;18;2481;8762;1125;132;3097;2759;2620;2325;10;9;12;;3;9;6;;;;;;1;5;13;;;5;;;13;3,99;2495;;;;;;;;;;;;;;;;;
20;40;Service de coopération documentaire de l'Université de Bordeaux;0332237C;TTC;10,7;;257962;20000;144500;6000;;583258;103152;;133584;258328;118629;;;;;;;;;28074;54390;29880;75;25;;21240;;;;;;;;;;;;;;;;;;;;;;;;;;;;1137;;;0;582;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;83;;;;;;;;5;16548;2021;;;;;;;;;;;;;;;;;;;;;;9634;108556;48092;447901;;1203277;;;;;662287;;;;;;;;;;;;;;;5;;1;;1;1;;;;;1;;1;;;;1;;;;;;210;0,45;0;0,25;1,6;0,6;0;0;1,95;0,1;1,7;0;0;0;1,4;0;0,8;1,85
21;41;SCD de l'Université de Bordeaux;0333308S;TTC;145,05;1187144;1648180;168580;;105424;3478462;7390601;127671;82391;2651931;47434;776809;255431;100577;610619;230072;18348;200190;;;151756;941513;484948;45;55;14485;;;;;;;;398453;10443;40898;519967;47019;17054;12027;1427;6413;837;61;0;0;0;95000;;3500;;;;90;;5803;;0;;;;0;20;65206;4079;;;;13984;746;681;186;21181;941;199;187;13;82;;187;13;;9256;40;;17270;;;1058;;;8;;4453;;94;73190;223103;2485165;;133;11414;9082;1833;839;279;1331;33680;13671;7622;1809;2676;;;;;;;;1082706;1603097;2546835;2084911;;;;;;224936;662287;;84;267;94;30;188;819;11155;1124;137;1776;1314;938;835;22;31;42;0;9;5;13;0;0;2;2;0;3;2;12;0;1;4;0;0;33;8;4108;61;3;8;32;6;2;2;0;0;0,5;0,4;0;1;17;8;0;0
22;42;SCD de l'Université de Bretagne Occidentale;0290323U;TTC;72,6;463000;779690;18036;56252;206477;;3580058;398387;;914277;45351;103704;152293;;230213;121445;;0;0;0;50306;512313;0;30;70;;0;26903;7145;4659;1279;;;;2565;62165;497477;1440451;10411;4124;325;6941;532;41;13994;2;;16446;;527;;;;95;;931;;100;;;;0;;1249;;;;;7842;268;596;29;8875;276;29;1527;1;32;0;1878;1;0;10564;63;44;13577;45;;246;;;;;;;71;19193;19079;1175479;9;64;5402;3614;597;429;445;513;;;;;;;;;;;;;;;409132;651497;0;;;;;289422;541824;381;180;137;41;77;114;650;2881;1286;200;3548;3329;930;825;15;20;17;;2;;3;;9;;3;;;2;6;;;;1;;52;12;1416;;;;;;;;;;;;;;;;;
23;43;SCD de l'Université de Bretagne-Sud;0561779E;TTC;26,15;134796;347000;;;20677;19000;1318962;128184;20503;416133;;53224;18325;13420;103344;47825;10059;3684;0;;35738;202879;;60;40;12604;;3504;1008;513;184;;;98339;776;3254;113350;3254;;907;;;152;;;;;;;;;;;99;9193;160;;0;5;;;0;10;18719;18185;;;;3979;101;306;181;4256;101;181;115;278;;;140;279;;4434;30;;6799;;297;38;;1;;;0;0;38;75082;78374;287079;;;1831;651;30;158;151;271;1549;574;24;137;120;231;;;;;;;46797;141326;117263;254512;;11323;;179;;;;276;189;1405;23;;164;92;277;119;45;1166;1024;685;614;4;9;5;;1;1;0;;1;0;1;;1;1;2;;0;0;0;;6;1;326;6,2;1,5;1,5;6,7;1,2;0,5;0,15;1;0,5;0,2;1;0;0;2;1,5;0,2;0
24;49;Bibliothèque universitaire des langues et civilisations (SD);;TTC;84,85;227925;3207195;0;0;876385;10000;0;1492007;0;963895;593160;1192492;569546;;290906;235280;6151;21219;18493;34838;648;39943;44726;8,8;91,2;227306;44385;;;;;;;1000000;30000;4330;1300000;4330;29623;8187;;4144;566;;75841;3321;0;75841;0;2653;665;0;;70;305;266;;100;1327;;;100;79;16161;29940;;;;1967;7210;1214;23;;;23;353;4535;;;;;;322;;;322;;126;33;;174;;;;;80;1;3284;880510;7;23;7708;3935;1209;1147;1934;;10262;5805;1594;1281;8950;;;;;;;;;;;;;5145;;;;;190205;1511;64;116;364;40;110;71;746;180;77;143;101;725;500;22;8;11;;1;1;;;4;1;2;;3;8;3;;11;7;1;;26;9,24;3982;12,99;14,68;3,23;26,13;0,52;0;0;4,95;2,96;0,38;0,67;0;0;9,33;6,71;0,87;1,43
25;50;Service d'IST du Bureau de recherches géologiques et minières;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;52;SCD de l'Université de Caen Normandie;0141110F;HTR;89,8;547693;0;0;0;118280;0;3820494;347896;0;934883;0;203111;138626;0;165626;99406;4657;0;0;0;67005;402084;196105;43;57;0;0;24480;7877;3379;1254;3740923;2015188;576820;10753;36031;697119;48441;16963;10167;1010;6413;2213;55;;;;13537;47740;462;0;84;;78;0;1253;0;0;0;0;0;0;14;2789;3996;0;0;0;5966;248;870;166;6784;259;205;720;22;82;166;778;22;166;5269;39;300;6267;360;0;314;0;0;0;0;0;0;52;10356;14604;1188539;25;53;5384;3110;636;1012;869;512;5384;3110;636;1012;869;512;;;;;;;245476;317240;115981;519316;105717;0;0;0;0;201696;957721;127;94;14;0;6;170;863;4796;669;25;1615;1394;3213;2868;14;21;19;0;6;5;6;0;4;3;7;0;0;1;3;0;0;0;1;0;53;7,7;1561;25,5;12,8;6;14;2,5;1,1;0;2,5;2,9;0,4;1,3;0;0;10,5;5,5;3,8;1
27;54;SCD de la Casa de Velázquez;;TTC;6,5;0;159000;0;0;4993;0;199182,13;181734,15;0;82021;0;42362;4746;0;45401;30620;0;;;;0;0;0;0;100;6000;0;0;0;0;0;0;0;131410;1821;3431;140994;3431;3570;1690;144;3570;1690;43;;3;;3779;84;112;;3;;86;0;0;0;0;;;;0;0;0;0;;;;;1374;316;;;;;;933;335;;;;;;21;;;;0;0;0;;;;0;;1;244;0;4102;0;1;;;;;;;0;89;56;32;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13822;25575;103;0;0;0;0;0;0;0;0;0;87;86;364;314;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;98;2,32;0,2;0;1,58;0,1;0;0;0,5;0,1;0,3;0;0;0;1;0,3;0,1;0
28;55;Service d'IST du Centre de coopération internationale en recherche agronomique pour le développement;;HT;;;;;;;;;;;723550;;4780;;;19300;1800;600;1880;;;;449100;238070;0;100;;12800;64437;41119;56;2694;1281858;1258654;;4524;;55355;155252;;830;;70;;;;80;;6780;81330;;;;;3;220;;;0;;;;0;20;315;9900;;;;90;115;47;;;;;;;90;;;;;;;;;;2600;;;;;;61;;20;42689;345066;2086;2;11;;;;;;;;;;;;;;;;1985;286;3582;;185000;161;240682;2204;;;;;36000;36000;11;168;;;;245;;;;;27;27;126;106;5;;;4;;;;;;;;;;;;;22;;;8;;;444;;;;;;;;;;;;;;;;;
29;66;Service d'IST du Centre national de la recherche scientifique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;68;Service d'IST du Centre scientifique et technique du bâtiment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;70;SCD de l'Université de Cergy-Pontoise;0951989W;TTC;81,1;351897;584710;10000;;67788;35547;2697771;938306;;873759;69782;88401;18000;;243368;148083;2873;9462;;;;455507;;44;56;14466;;7636;3833;1233;638;260850;;272578;3863;8032;394791;11670;10320;3413;33;12220;35;33;;;;;;;;;;99;237;427;;77;2;3;;3;;665;116;;;;8868;339;589;;10622;339;;;1682;;;;;;6951;;;7362;;;67;;;4;;137;;54;114137;667;703906;21;14;2468;2726;84;123;108;421;6797;5052;148;158;61;1156;;;;;;;44294;186905;56539;459117;;;;;;148913;349497;625;49;1849;81;7;;274;827;2269;97;399;330;409;330;7;14;13;;2;1;3;;3;2;4;;3;10;13;;2;2;1;;17;5;530;15;18,6;5,9;28;1;0,2;;1;1;;0,2;;0,1;8;1,3;0,8;
