Id_New;IdentFMU;Nom courant;SdUAI;MoyUnite;MoyETPT;RecDroitsbib;RecTutelle;RecCollTerr;RecAutMin;RecRessProp;RecAut;DepSalTit;DepSalNonTit;DepSalAut;DepDepDoc;DepMaintenance;DepAut;DepInv;DepNCA;AcqSuppLiv;AcqSuppPer;AcqSuppAut;AchatNumLiv;AchatNumPer;AchaNumtAut;AbonNumLiv;AbonNumPer;AbonNumAut;DepDPartForm;DepDPartRec;DepDConserv;DepDNumeris;AONoticeStock;AOTexteStock;AONoticeFlux;AOTexteFlux;AOVisites;AOTelecharg;SuppTitLiv;SuppTitPer;SuppTitAut;UnitMatLiv;UnitMatAut;SuppMlLiv;SuppMlPer;SuppMlAut;MLAccesLiv;MLAccesPer;MLAccesAut;PatTitLiv;PatTitPer;PatTitAut;PatUnitMatLiv;PatUnitMatAut;PatMLLiv;PatMLPer;PatMLAut;Sudoc;SudocPart;ColNNumerise;ColNTheseNum;ColNPedago;ColNAccLibre;ColNNumeriseGo;ColNTheseNumGo;ColNPedagoGo;ColNAccLibreGo;ColNAcqRess;ColNAcqTitLiv;ColNAcqTitPer;ColNAcqRessGo;ColNAcqTitLivGo;ColNAcqTitPerGo;EntTitLivFr;EntTitlivEt;EntTitPer;EntTitAut;EntVolLivFr;EntVolLivEt;EntVolAut;DonTitLivFr;DonTitLivEt;DonTitPer;DonTitAut;DonVolLivFr;DonVolLivEt;DonVolAut;SorTitLivTot;SorTitPer;SorTitAut;SorVolLiv;SorVolAut;EntNumerise;EntTheseNum;EntPedago;EntNumeriseGo;EntTheseNumGo;EntPedagoGo;EntNumAcq;EntNumAcqGo;NbNumSouscrite;NumSignalePer;NumSignaleLiv;NbEntrees;NbExpos;NbAutManif;EmprL;EmprM;EmprD;EmprEC;EmpAut;EmprExt;InscritL;InscritM;InscrritD;InscritEC;InscritAut;InscritExt;OrgInscritD;OrgInscritC;OrgInscritIR;OrgInscritAut;OrgInscritExtC;OrgInscritExtAut;UsSessions;UsRec;UsVuesEbook;UsVuesArticles;UsVuesAut;UsVueNumerise;UsVuePedago;UsVuesTheseNum;UsVuesArticleEtb;UsVisites;UsRecCat;UsQuestions;FormOutcursH;FormOutcursL;FormOutcursM;FormOutcursD;FormOutcursAut;FormIncursH;FormIncursL;FormIncursM;FormIncursD;PebDExp;PebDSat;PebFRecues;PebFSat;PersPP_BibA;PersPP_BibB;PersPP_BibC;PersPP_BibBC;PersPP_ITRFA;PersPP_ITRFB;PersPP_ITRFC;PersPP_ITRFBC;PersPP_AutA;PersPP_AutB;PersPP_AutC;PersPP_AutBC;PersPP_CDDA;PersPP_CDDB;PersPP_CDDC;PersPP_CDDBC;PersPP_CDIA;PersPP_CDIB;PersPP_CDIC;PersPP_CDIBC;PersPP_Etud;PersETPT_Etud;PersFormH;Activite1;Activite2;Activite3;Activite4;Activite5;Activite6;Activite7;Activite8;Activite9;Activite10;Activite11;Activite12;Activite13;Activite14;Activite15;Activite16;ActiviteAut
32;71;SCD de l'Université Savoie Mont Blanc;0731137P;HTR;43,69;259488;584294;90000;;33564;;1886000;186047;2032;522006;0;69553;104135;;114051;76109;14592;;;;6345;307935;;55;45;2974;0;20085;5976;3635;1051;2359;;180134;421;5979;197801;25017;4638;1367;188;2816;139;188;2604;;;;;;;;;;;10;;0;;;;0;;;;;;;3853;268;;245;4581;299;950;117;0;14;0;127;0;0;4011;35;128;4479;128;;10;;;;;;;27;50000;340000;410915;;;3206;1162;59;300;109;142;;;;;;;;;;;;;;;;205884;;;;;;510205;942969;0;6;;;;34;704;3493;718;7;554;528;396;375;9;10;18;0;1;;;;;;;;;1;1;;;1;2;;17;3;461;20;0,4;2,25;6,59;0,1;0,65;0;1,6;0,15;0,15;0;0;0;6,25;5,25;0,3;
33;74;SCD de l'Université Clermont Auvergne;0631005A;TTC;110,9;626550;1008973;0;16592,65;;70286,77;4842262,64;549354,51;0;1072329,22;0;102370,02;93972,95;0;315032,45;96180,37;9636,97;0;0;0;86902,24;308681,32;236198,2;32;68;16997,67;2700;29553;8829;5703;1790;;;552599;8073;46414;654752;63098;17528;10373;1199;6044;1084;40;12480;3;202;26084;211;892;8;14;;69;18347;2236;2926;;26211;60;4;;0;10692;26404;0;;;8389;514;536;229;10871;614;252;635;87;23;341;711;97;595;8909;28;173;12164;211;18347;2236;2926;26211;60;4;0;0;109;49672;61910;1188157;12;35;5660;3158;371;717;328;681;20861;10943;971;1281;1937;1120;;;;;;;571534;880989;107105;1277536;0;43596;3065;;;298898;467786;3462;251;;;;455;989;5374;1187;121;4225;3289;1257;1189;18;26;33;;4;5;1;;2;5;9;;1;2;12;;0;0;1;;81;5,86;2274;23,16;15,3;6,7;34,75;6;1,9;0;0,5;1,2;0,55;1,4;0,3;0;9,95;12,7;1,85;0,5
34;76;SCD du Conservatoire national des arts et matiers;;TTC;45,5;;1108200;;;;;1823145;173734;4000;893401,54;44222,71;80371,94;147471,19;;101077,91;122018;;;;;112423;182232;340284;41;59;22286,63;13080;7762;4247;1249;623;;91993;239285;3758;;258316;38009;;;;;;;;;;;;;;;;99;1704;2747;1354;0;;;;0;1;0;2300;;;;2991;165;395;;3120;165;;119;0;36;12;;;;2350;24;;2653;;146;2747;;;;;1;;30;34121;28958;37403;;43;;;;;;;2428;1880;113;133;320;82;;;;;;;;;106529;174567;141642;2707391;;;;;;550;46;0;50;2;33;201;302;531;61;36;31;38;27;3;5;1;;9;6;10;;;;1;;1;2;4;;1;;;;0;0;1112;;;;;;;;;;;;;;;;;
35;77;SCD du Collège de France;;TTC;43,68;0;546005;0;0;53211;71606;1622297;815592;85070;480768,47;54072,44;79594,37;14006,54;9429,49;212127,46;71167,44;0;4709,48;0;14394,32;538,42;66175,3;2181,34;;100;72051,06;37423,65;;;;;;;396705;3434;49451;433698;49451;8915;1699;146;1410;131;0;396705;3434;49451;433698;49451;8915;1699;146;;26,65;36190;0;0;100;;;;0;32;13116;0;;;;572;2108;617;0;582;2780;0;6772;3002;794;5;7366;3262;5;7336;3;0;7470;0;10463;0;0;;;;0;;54;61588;523026;17532;4;15;;;;;;;0;0;0;575;114;4307;;;;;;;11500;18960;13232;59105;4210;210168;0;0;0;69149;259217;485;50;;;;25;0;;;;70;63;62;43;3;3;2;;13;2;7;;3;0;1;;3;9;12;;6;0;1;;19;6;1223;8,2;6,12;0,35;8;3,4;2,1;0,84;0,8;1,6;0,6;0,45;0,6;0,42;5,7;2,6;1,9;
36;78;Service d'IST du Commissariat à l'énergie atomique;;HT;;0;;;;;;;;;4643471;;;;;182323;516902;;92830;;;7337;3114799;729280;;;;;39441;15485;7128;2627;14681;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;79;SCD de l'Université de Technologie de Compiègne;0601609Y;HTR;16,18;142324;555185;0;0;45087;;831553;74778;;572382;25449;79779;2201;;39570,58;20971,85;0;56581,95;;;12490,05;113900,46;209605,67;40,26;59,74;0;0;2836;1920;561;327;218772;126545;34291;1787;3348;44150;4443;977;1726;24;641;326;8;;;;;;;;;;95;1158;1712;114;28,2;;;;0;6;11046;;;;;738;192;197;4;819;233;42;65;0;12;136;65;0;484;504;22;114;3229;607;48;55;0;;;;0;;44;44720;71715;219944;2;0;1234;57;40;110;53;11;;;;;;25;4273;422;;823;;28;73230;216904;154603;249598;26397;60505;;;;334848;153552;119;;;;;;141;839;0;19;252;208;408;358;;;;;;;;;;;;;;;;;;;;;30;1,38;414;;;;;;;;;;;;;;;;;
38;81;SCD de l'Université de Corse-Pascal-Paoli;7200111H;TTC;20,6;;752500;;;9500;;;;;576900;;105100;80000;;123000;121200;3100;17490;;;27710;260200;;40;60;5300;18900;3446;473;0;0;;58696;86241;597;3323;104609;3804;1935;701;56;1842;327;13;3227;102;1;3227;1;142;50;1;;99;192;83;;100;1041;1;;100;;2003;;;;;3821;393;306;75;4151;434;75;125;6;3;26;125;6;45;3107;33;36;3508;36;92;0;;285;0;;0;0;57;67548;394188;135177;7;5;3339;1049;96;;72;;;;;235;499;102;;;;;;;57957;176014;30025;69114;118044;;;;;48409;28416;120;43;1;1;6;38;156;718;103;31;377;357;78;67;2;6;6;;;;2;;2;1;;;;1;3;;;;;;9;6;2880;6;0,5;2,6;3,5;1;0,4;0,2;1;1;1;0,2;0,5;0;1;1;0,7;0
39;84;Service documentaire du Centre technique du livre de l'enseignement supérieur;;HTR;31;0;850312;0;1944,76;406951,4;1815,1;827198,22;122324,39;0;49573,42;626199,76;153047,25;54669;1484;327,42;0;0;0;0;0;0;0;0;0;0;49246;0;0;0;0;0;0;0;86507;160510;567315;72695;624045;2079;14474;9455;0;0;0;0;0;0;0;0;0;0;0;;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;245;1018;3531;9;266;3543;21;116;1;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;186;0;0;0;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17467;1120;0;0;0;0;0;0;0;0;0;0;0;0;21003;19505;5;7;7;;1;0;4;;1;1;2;;1;2;2;;0;0;0;;0;0;278;2,5;7,5;0;7,5;0,5;0;0;1;0;3,5;0,5;0;0;4;4;0;0
40;85;Bibliothèque Cujas;0752707K;TTC;89,48;545271;1904258;0;0;326544;0;4231246;429648;0;1657789;157603;239745;157826;260000;570730;421088;;30697,98;0;5725;34813,98;62135;296926,04;45;55;212490;23183;0;0;0;0;0;0;385000;9469;140000;;;13000;10000;3000;760;240;;;411;;35084;3700;;400;350;;100;656;1339;;0;9216;;;0;6;1474;2198;;;;2259;2365;1208;81;5308;2402;92;373;109;22;281;373;109;281;1106;9;;1617;;64;98;;2048;;;;;51;33684;36658;;1;2;;;;;;;1927;6637;865;397;644;6938;;;;;;;1108770;3472499;522827;1363377;2089010;11701;;;;205387;1100049;80;62;;;;132;76;0;82;120;292;219;2100;1705;21;14;26;;1;1;1;;3;6;3;;1;1;11;;;;;;21;4,66;2405;;;;;;;;;;;;;;;;;
41;86;SCD de l'Université de Bourgogne;0211030F;TTC;;;1127798;;5419;101507;8000;5073594;267188;;1006388;84279;141167;3937;2304;258609;169734;27592;821;0;0;6348;259194;263425;42;58;20665;0;31857;8030;4080;1557;13346;;591904;4961;202161;678404;216212;19465;9703;2229;7735;248;212;49726;1540;85;60507;232;1759;2204;17;;85;34343;8262;0;98,72;;;;0;5;2917;0;;;;7853;268;938;1025;9400;284;1071;2803;280;25;386;3518;352;536;17127;40;189;21798;409;0;1557;0;;;;0;;32;70111;36550;965980;31;25;6218;3667;472;418;325;763;;;;;;;;;;;;;86612;577767;59345;553917;131706;;;;;355359;445533;0;136;811;129;93;122;701;8698;619;298;1896;1750;1074;1044;20;26;30;;3;5;2;;6;2;6;;0;1;9;;0;0;2;;58;3,56;2374;18,43;17,02;4,17;26,98;0,63;0,65;0,2;1,9;1,09;0,66;1,22;0;0,92;10,33;11,71;1,85;1,57
42;89;SCD de l'École Centrale de Lyon;;TTC;8,8;;267500;12000;;;167;468349;35423;13135;222548;;29088;;;27121;42374;924;941;0;0;10592;98495;42101;51,6;48,4;0;0;;;;;;;30457;340;4226;33033;5594;690;226;59;549;7;43;2241;58;5;2241;5;;;;;82,4;1293;3028;0;31;;;;0;42;21040;49349;;;;623;221;164;49;655;239;49;22;9;15;3;27;9;3;666;15;13;760;14;0;327;0;;;;0;;27;96299;97064;40752;11;18;172;458;57;;182;16;;;;;;;;;;;;;;;99492;187925;15349;;0;;;;;;35;0;0;70;45;95;578;351;0;81;76;42;38;2;3;;;1;1;;;;;;;1;;;;;;;;10;0,57;219;;;;;;;;;;;;;;;;;
43;92;SCD de Centrale-Supélec;;TTC;15,6;;470618;;;7500;;269472,6;575245;;510333;0;22000;4239;1108;34295;27571;0;28055;;;8650;330254;80264;23,1;76,9;1244;0;7508;6003;2074;1833;9608;78885;67284;1477;15408;76560;16974;2187;1185;261;850;52;28;19241;259;8;19241;8;550;183;;;73;1485;563;0;0;593;;;0;;4728;3406;;;;780;277;167;0;833;288;0;75;94;23;8;77;94;8;1980;15;214;2200;246;0;221;0;;;;0;;43;17049;19354;64825;1;35;0;867;76;205;0;36;0;0;0;0;0;79;;;;;;;29341;105670;63198;125778;87552;;;1049284;1054958;;5149;69;22;0;0;29;252;65;1265;73;86;109;104;180;178;1;2;;;;1;2;;;;1;;;2;;;5;2;;1;45;1,04;49;2,38;0,34;1,1;5,15;1;1,21;0,5;0,25;0,4;0,08;0,01;0;0;1,8;1,69;0,49;
44;103;SCD de l'École française d'Athènes;;TTC;7,4;;;;;;;112341;196296;17729;208616,1;;11965,3;4210,07;;81560,21;47840,55;;18283,4;;1612,8;;2212,83;;;100;21808,3;;;;;;;;62207;2174;23184;64371;23184;1929;1272;40;1695;1270;0;7800;200;;;;210;;;;66,8;;;;0;;;;0;24;3315;447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;447;3315;9973;;2;;;;;;;;11;413;277;118;;;;;;;;43685;;;;;;;;;49316;49316;;;;;;;;;;;10;5;120;52;1;1;;;;;;;;;;;;;;;;4;2;;;;20;1,8;0,1;;2,4;;;;1;;0,7;;;;0,5;;;0,6
45;104;SCD de l'École française de Rome;;TTC;14,83;19815;244000;;;1664;;832695;17211;;214937;51324;65706;;;93326,22;69010,17;;;;;;;8664,71;;100;43935,9;0;66;26;23;12;4000;;150265;2389;;155690;13344;4200;2650;;3250;2250;;1051;;;1120;;32;;;;54;;;;0;;;;0;;232;;;;;418;1120;463;;418;1120;;237;380;336;;237;380;;3853;;;3853;;;;;;;;;;50;50;232;19830;;38;;;;;;;;;;23;;1177;;;;;;;;;;;;;;;;210000;197000;;;;;;;;;;;23;23;90;90;1;1;;;;;;;;;;;;;;;1;4;7;1;2;0,55;160;6,43;0,1;;6;0,2;0,1;;0,3;0,2;0,2;0,1;;;1,2;;;
46;105;SCD de l'École française d'extrême-orient;;TTC;13;;;;;25;10525;480013;50000;;81221;;58501;4696;;71221;10000;;;;;;;1000;0;100;1827;3675;;;;;;;224328;3575;;224328;;6409;950;;1512;220;;7889;;;;;225;;;;54;7063;;;0;;;;0;;;;;;;;;;;57;2176;;;;;;116;3466;;;;;;;;;;;;;;;;;;9197;;;;;;;;;;76;233;117;1508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;3;1;1;;;;;;;;;;;;;5;;;;3,5;3,5;3;2;;;;0,2;0,3;0,3;;;;0,2;;;
47;108;SCD de l'École nationale des chartes;;TTC;10;0;233500;0;0;54573;0;273595;142548;0;186254,62;10592;43688;0;0;47720,85;49837,8;0;5350,8;0;0;2935,13;4000;23901,04;0;100;52509;0;;;;;;;101670;1130;1501;115002;1528;2640;1307;;;;;937;17;0;1892;0;;;;;87;15138;5;0;42,01;124;;;0;8;1079;251;;;;582;364;357;;593;375;;1963;833;110;;2003;859;;0;0;0;0;0;2729;0;0;39;0;0;1283;;36;251;1079;2499;0;0;0;38;40;15;149;23;0;156;72;28;1268;665;0;0;0;0;0;0;526;4482;53;408;928;20344;;;;9560;18019;;2;0;12;0;0;0;0;0;0;14;14;124;96;1;3;0;0;0;0;0;0;0;0;1;0;1;0;3;0;0;1;0;0;2;0,49;182;2,18;0,15;0,01;6,05;0,07;0;0;0,27;0;0,08;0,14;0;0,05;0,99;0,91;0,09;0
48;116;SCD de l'École nationale supérieure d'arts et métiers;;TTC;20,1;;326313;;;;;1148769;54536;;253090;;73223;;;36370;38898;969;9827;;;;60952;106074;70;30;;;0;3134;0;434;285393;75911;59693;1386;2835;72362;;2127;;;2127;;;10600;70;;;;160;;;;90;0;1150;;10;;;;0;;635;;;;;;;304;;1023;117;;0;0;;;;;;;;;2414;;0;650;0;;;;0;;27;0;330;193929;;62;56;2054;61;180;217;28;;;;;;;;;;;;;;;3331;375002;;;;;340574;33247;56136;;;;;;;;;;;;69;;48;;;;;9;5;10;;;;;;1;;;;;;;;44;;358,7;;;;;;;;;;;;;;;;;
49;135;SCD de l'École pratique des hautes études;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;144;SCD de l'École normale supérieure Paris-Saclay;;TTC;8;0;0;0;0;3650;0;388985;30984;16986;257230,37;0;18884,89;0;2528,58;15045,7;43412,42;0;1036,07;0;0;8039,48;137298,83;52397,87;;;0;0;15327;9691;1466;752;314976;177800;45122;1319;2493;56775;3600;;;;;;;264;0;1;323;1;6;;;;100;0;744;0;0;;;;0;2;12;0;;;;350;;4;;624;;;0;;0;;0;;;6438;21;;6800;;0;0;0;;;;12;;37;24924;39509;76261;0;2;164;387;52;99;65;;164;387;52;99;65;;;;;;;;6448;27222;41074;125620;2629;;;;314976;;27558;0;9;118;0;0;0;11;0;18;5;119;115;105;94;1;1;2;;1;1;;;;;1;;;1;;;;;;;5;0,78;84;2,3;0,05;0,05;3,5;0,8;0,05;0,1;0,7;0,1;0,1;0,05;0;0;0,6;0,3;0,1;0
51;145;SCD de l'École normale supérieure de Lyon;;HTR;81,7;65000;543437;18400;0;9158;526047;4480000;98000;;895540;0;178500;52600;;233731;193692;6485;;;;;;444132;;100;16900;600;40855;11619;6211;1831;4022;;;;;;;;;;;;;;;;;;;;;;;13322;264;0;98;172;7;0;;;;;;;;;;734;;4467;2308;397;;;;;;9025;;;24;;4033;;74;86;0;123;3;0;;;57;28545;253493;391501;;;387;2051;441;;1173;1090;;;;;;1459;;;;;;;;;;;;;;;;;1401327;;96;;;;167;110;316;351;35;2072;1756;1711;1479;16;20;23;;7;5;3;;1;1;3;;2;1;;;;;;;6;0,4;923;;;;;;;;;;;;;;;;;
52;148;SCD de l'École normale supérieure de Rennes;;TTC;2;2618;50600;0;0;0;0;92572,5;0;0;41840,25;0;3668,71;0;0;16931,16;24075,87;20;0;0;0;0;0;0;75;25;813,22;0;169;462;31;222;151990;69493;11124;192;1107;;;232;145;18;176;21;14;0;0;0;0;0;0;0;0;1;;0;4;0;0;;;;0;0;0;0;;;;484;82;3;56;;;;27;5;0;0;;;;2042;6;0;;;0;4;;;;;0;;0;0;0;25134;0;0;106;259;8;27;9;6;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;0;3;32;13;0;0;2;24;0;0;10;10;2;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0,5;0,1;0,05;0,3;0;0,15;0;0,05;0,05;0,05;0,1;0;0,1;0,25;0,2;0,1;
53;149;SCD de l'École Normale Supérieure;;TTC;52,83;29342;1427727;0;0;29485;53397;2479648;382689;;908221;107084;56273;93494;;250691;121331;;10446;;;50116;99096;261607;;100;106123;8811;20946;10499;1199;1172;;;540673;4972;49527;662466;63547;18928;1591;1767;15071;931;883;11755;17;117;23463;596;670;1;17;;51,12;429;71;;48,4;4107;;;0;0;13072;;;;;2642;3084;860;;2693;3238;;1004;1390;405;;1047;1435;;1560;61;4;1560;115;29;1;;657;;;157;;355;52112;287310;182228;11;1;272;1714;237;530;34;2724;272;1714;237;530;34;2724;;;;;;;;;;;;8274;;;;612431;5932847;1848;18,5;160;14;21;19;48;77;84;3;;;;;6;2;2;;15;6;18;;3;0;0;;2;0;0;;4;0;2;;22;2;1086;12,7;0,4;0,3;28,25;1,9;0,2;0;1,6;0,5;0,1;0,1;0;0;3,3;1,1;0,5;0
54;151;SCD de l'École nationale supérieure des sciences de l'information et des bibliothèques;;;11,6;0;0;0;0;0;;537154;60443;;;;;23720;;28520;47473;718;3297;;;45173;10263;;0;0;1000;6162;110;60;73;22;9303;5178;30917;1123;417;38132;417;;;;;;;19;4;0;26;0;0;0;0;;85;31;67;60;0;;;;0;;478;1;;;;772;112;220;;922;116;;36;;11;;73;0;;1706;10;;1706;;30;65;;;;;28;;27;;;33303;5;26;;;;;;;;;;;;;265;16;3;97;48;268;;;;;;;;;;625687;15990;799;22;;;;124;20;;120;;60;48;63;42;4;4;3;;;1;;;;;;;;;;;;;;;2;0,08;;1,5;0,9;0,5;2,2;1;0,3;0,1;1,8;0,6;0,4;0,3;0;0,2;1,5;0,2;0,1;
55;154;SCD de l'Université d'Evry-Val-d'Essonne;0912167L;TTC;42;231125;622635;0;0;18588;0;1759153;312268;84696;733348;0;116644;19580;2775;287431;150994;13008;23661;0;0;8631;88782;116928;61;39;43913;0;4134;1758;499;340;1220;222163;145857;1176;7834;216498;8755;5925;;125;4512;;112;0;0;0;0;0;0;0;0;;96,48;45;607;0;54;;;;0;10;15376;4922;;;;7896;285;508;280;10860;300;288;611;4;0;0;1069;4;0;3428;17;1;5137;1;0;72;0;;;;0;;33;24259;396016;295187;9;5;2721;1427;40;67;94;298;8111;2402;70;98;149;1787;;;;;;;26436;168119;28264;136204;25181;0;0;196478;416705;105391;91190;0;14;25;0;0;90;382;1825;334;17;251;251;159;154;6;11;10;0;2;2;1;0;1;0;2;0;3;1;3;0;0;0;0;0;24;3;359;13,56;0,44;0,85;15,07;1,68;0,32;0,05;2,74;1,05;0,46;0,17;0;0,04;2,57;2,21;0,28;0,52
56;156;SCD de la Fondation nationale des sciences politiques;;TTC;93,82;39205;48266;;;12020;206341;6215386;145314;;1241372;167832;466411;77191;0;306520;107364;;63393;;;26757;373590;257993;25;75;55830;49925;24329;9480;2380;1402;98339;16125;662973;3823;12508;784594;19818;19001;5816;360;1993;138;29;168917;1730;;168917;;4223;;;;98;907034;293;;98;18549;5;;0;;16301;;;;;4246;3576;12;18;5085;3927;18;636;563;4;;581;708;;2698;136;;4156;;1722;91;;480;1;;;;93;47311;22679;974525;3;10;3619;5834;736;1127;;1181;;;;;;;;;;;;;;1060651;519306;2213825;543229;271460;;12838;16125;971546;889549;3323;155;;;;1109;509;4633;1453;300;683;506;1818;1416;;;;;;;;;;;;;1;;3;;49;15;28;;46;5;1628;25,22;6,4;1,3;28,2;2,2;1;;4,2;1;2;1;;1;14,8;1,5;2;2
57;159;Service d'IST du Génopole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;173;SCD de l'Institut national des sciences appliquées Centre Val de Loire;;;4;;14990590;;;;;97488;86745;;83188;;7240;;;19942,4;23718;1559;;;;10554,89;8647,4;18766,31;;;;;0;0;0;0;0;0;13158;171;6081;15472;;462;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579;81;171;16;620;122;16;58;;;;58;;;401;2;;482;;;;;;;;;;8;;;;1;;193;436;31;39;58;14;;;;;;14;;;;;;;;;;;;;;;;6822;;;;;;;;2;96;;;84;84;26;26;;;;;;2;;;;;;;1;;;;1;;;;4;;46;15,5;16,75;3;16,75;5,5;;;;2;1;11,75;0,25;;10;;7,5;10
61;178;Bibliothèque de l'Institut de France;0755355N;TTC;19,75;0;268496;0;0;16472;;1076991;79092;0;150600;11914;50198;48178;0;14004;27132;13838;;;;;;;;;88091;7535;0;0;0;0;0;0;;;;;;;;;;;;;9325;;;;;;;;52;;;;;;;;;;;;;;;265;48;213;8;;;;1969;268;;20;;;;;;;;;;;;;;;;;;;;2891;3;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;6;;1;;;;;;2;;;2;;;;;;1;0;;;;;;;;;;;;;;;;;;;
62;180;Service d'IST de l'Institut de radioprotection et de sûreté nucléaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;182;Service d'IST de l'Institut de recherche pour le développement;;HT;11,9;;;;;355000;;;;;268153;;86847;;;5489;47288;;97;;;1200;150609;;;100;900;22500;97950;81638;2696;2407;2628918;56431;195550;1740;;;;;;;;;;97950;;;;;;;;;90;81638;1986;;80,79;;;;0;;113;30000;;;;95;20;5;;;;;;;;;;;;325;5;;;;2407;19;;;;;2;;;30000;63000;;;;;;;;;;;;;;;;;732;;;;;;;;;;56431;;;;;2628918;;144;;;;465;;;;;296;271;127;122;;;;;10;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;190;SCD de l'Institut français d'archéologie orientale du Caire;;TTC;8;;103650;;;7000;;144065;29605;0;74355;148;26072;41628;0;38869;28862;0;0;0;0;0;1693;0;0;100;1434;3497;40;27;13;4;6152;;55675;1181;287;36937;287;1238;1847;3;953;1847;0;1890;0;0;1890;0;63;0;0;;19,77;111;0;0;100;;;;0;0;0;0;0;0;0;101;543;100;1;103;589;1;77;200;69;7;77;224;7;0;0;0;0;0;49;0;0;;;;0;;2;28;407;2535;;20;0;0;0;0;0;0;24;216;81;33;96;150;0;19;3;17;144;6;;;;;;7650;0;0;6152;;;;6;0;0;0;9;;;;;5;5;8;7;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;2;0;0;0;197;4,88;1;1;1;0;1;0;0;0;2;1;0;0;1;1;2;0
65;192;Service d'IST de l'Institut français de recherche pour l'exploitation de la mer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
